mode,k,members,rank_corr,top_k_sharpe,top_k_cum,top_k_hit
raw,3,logistic_cumulative_scale + cnn_1d_attention_image_scale + cnn_1d_dilated_image_scale,0.0038194444444444443,0.26157322223039536,0.403699719591307,0.5833333333333334
raw,3,logistic_cumulative_scale + cnn_1d_attention_image_scale + cnn_1d_multiscale_image_scale,-0.0018477182539682533,0.18441206546754954,0.20095672467466286,0.5694444444444444
raw,3,logistic_cumulative_scale + cnn_1d_attention_image_scale + cnn_2d_residual_images,0.00328621031746032,0.10430985568889757,0.01748474762742669,0.5486111111111112
raw,3,logistic_cumulative_scale + cnn_1d_cumulative_scale + cnn_1d_dilated_image_scale,-0.008457341269841276,0.15684052681937857,0.13540345526422115,0.5416666666666666
raw,3,logistic_cumulative_scale + cnn_1d_cumulative_scale + cnn_1d_multiscale_image_scale,-0.015327380952380952,0.05589303309363781,-0.0760218917108183,0.5416666666666666
raw,3,logistic_cumulative_scale + cnn_1d_cumulative_scale + cnn_2d_residual_images,-0.006932043650793649,0.04448702356013513,-0.11394574081498077,0.5416666666666666
raw,3,logistic_cumulative_scale + cnn_1d_dilated_image_scale + cnn_1d_multiscale_image_scale,-0.0051835317460317614,0.09540613268734818,0.00310461572196008,0.5555555555555556
raw,3,logistic_cumulative_scale + cnn_1d_dilated_image_scale + cnn_2d_residual_images,-0.002554563492063508,0.10982397134648755,0.02799032663725476,0.5347222222222222
raw,3,logistic_cumulative_scale + cnn_1d_multiscale_image_scale + cnn_2d_residual_images,-0.012822420634920638,0.026797114792880904,-0.13688576096354876,0.5416666666666666
raw,3,cnn_1d_image_scale + cnn_2d_rendered_images + cnn_1d_attention_image_scale,0.022383432539682543,0.2895404441634424,0.4443077656840462,0.5763888888888888
raw,3,cnn_1d_image_scale + cnn_2d_rendered_images + cnn_1d_cumulative_scale,0.0328249007936508,0.2471466355892105,0.3358489239969138,0.5763888888888888
raw,3,cnn_1d_image_scale + cnn_2d_rendered_images + cnn_1d_dilated_image_scale,0.02800099206349207,0.3176661151159789,0.5392472549931633,0.5694444444444444
raw,3,cnn_1d_image_scale + cnn_2d_rendered_images + cnn_1d_multiscale_image_scale,0.02390873015873016,0.26873584845500614,0.3915149027437519,0.5763888888888888
raw,3,cnn_1d_image_scale + cnn_2d_rendered_images + cnn_2d_residual_images,0.029761904761904764,0.21036914369744628,0.2473185812123304,0.5763888888888888
raw,3,cnn_1d_image_scale + cnn_1d_attention_image_scale + cnn_1d_cumulative_scale,0.01976686507936508,0.294817811557564,0.4683962979661669,0.5694444444444444
raw,3,cnn_1d_image_scale + cnn_1d_attention_image_scale + cnn_1d_dilated_image_scale,0.026649305555555555,0.3862709018166058,0.7561345850196588,0.5763888888888888
raw,3,cnn_1d_image_scale + cnn_1d_attention_image_scale + cnn_1d_multiscale_image_scale,0.02586805555555556,0.30983616471081327,0.5114763954691228,0.5902777777777778
raw,3,cnn_1d_image_scale + cnn_1d_attention_image_scale + cnn_2d_residual_images,0.03244047619047619,0.25192792962875765,0.3460457499906673,0.5694444444444444
raw,3,cnn_1d_image_scale + cnn_1d_cumulative_scale + cnn_1d_dilated_image_scale,0.028261408730158744,0.2905267901574607,0.46763361888592403,0.5416666666666666
